SpCluster,Station,Year,dens.percomp.change,dens.weight.mean,dens.weight.mean.y1,dens.percomp,dens.percomp.y1,SAVArea.percomp.change,SAVArea,denscomp.max,SAV_HA.max
Ruppia,EE3.1,1998,-0.04354076896757385,46.253505983,208.35010421,0.012424154732265352,0.0559649236998392,-0.0597357359835628,116.50096986,3722.8694409994996,4750.56888155
Ruppia,EE3.1,1999,0.04500594292517457,213.80475556250002,46.253505983,0.05743009765743992,0.012424154732265352,0.11164419225870724,646.87439541,3722.8694409994996,4750.56888155
Ruppia,EE3.1,2000,0.12099643325836432,664.25867941,213.80475556250002,0.17842653091580424,0.05743009765743992,0.09922591669404443,1118.2539475,3722.8694409994996,4750.56888155
Ruppia,EE3.1,2001,0.06603410190353032,910.0950194505,664.25867941,0.24446063281933456,0.17842653091580424,0.02784328890455806,1250.52540933,3722.8694409994996,4750.56888155
Ruppia,EE3.1,2002,-0.00986711970206447,873.3610210410001,910.0950194505,0.23459351311727009,0.24446063281933456,0.058849896583076766,1530.0958967200002,3722.8694409994996,4750.56888155
Ruppia,EE3.1,2003,-0.16691600459581724,251.95452831750003,873.3610210410001,0.06767750852145285,0.23459351311727009,-0.19031888017904203,625.9729469700001,3722.8694409994996,4750.56888155
Ruppia,EE3.1,2004,0.0046582801188279205,269.2966970195,251.95452831750003,0.07233578864028077,0.06767750852145285,0.0036910794385279777,643.50767409,3722.8694409994996,4750.56888155
Ruppia,EE3.1,2005,-0.001803967721386704,262.580760717,269.2966970195,0.07053182091889407,0.07233578864028077,0.01595766249899433,719.31564898,3722.8694409994996,4750.56888155
Ruppia,EE3.1,2006,0.03893799604427749,407.541836284,262.580760717,0.10946981696317155,0.07053182091889407,0.024137485559958205,833.9824367599999,3722.8694409994996,4750.56888155
Ruppia,EE3.1,2007,-0.031377996038624914,290.725653712,407.541836284,0.07809182092454664,0.10946981696317155,-0.010564453300511867,783.79527366,3722.8694409994996,4750.56888155
Ruppia,EE3.1,2008,0.022844337940082893,375.772141329,290.725653712,0.10093615886462953,0.07809182092454664,0.04744378291099785,1009.18023238,3722.8694409994996,4750.56888155
Ruppia,EE3.1,2009,0.08085910477340869,676.8000315165,375.772141329,0.18179526363803822,0.10093615886462953,0.12511347385327756,1603.54040793,3722.8694409994996,4750.56888155
Ruppia,EE3.1,2010,0.07621025490631439,960.520860598,676.8000315165,0.2580055185443526,0.18179526363803822,0.025334175681025417,1723.89215456,3722.8694409994996,4750.56888155
Ruppia,EE3.1,2011,-0.06321367854678725,725.1845884830001,960.520860598,0.19479183999756536,0.2580055185443526,-0.07784522256613191,1354.08306266,3722.8694409994996,4750.56888155
Ruppia,EE3.1,2012,0.0038644729803195554,739.571516847,725.1845884830001,0.1986563129778849,0.19479183999756536,-0.0010709982460753165,1348.99521172,3722.8694409994996,4750.56888155
